id,node_1,node_2
4133,700,661
4134,670,691
4135,374,498
4136,542,817
4137,990,884
4138,361,263
4139,694,576
4140,799,299
4141,972,184
4142,127,995
4143,996,804
4144,56,412
4145,841,182
4146,209,236
4147,180,348
4148,155,363
4149,200,172
4150,358,570
4151,441,247
4152,418,81
4153,749,440
4154,713,474
4155,458,835
4156,202,207
4157,296,61
4158,361,895
4159,592,933
4160,667,746
4161,366,282
4162,183,168
4163,291,403
4164,2,711
4165,493,523
4166,22,260
4167,734,225
4168,278,289
4169,1001,884
4170,571,408
4171,39,32
4172,913,266
4173,329,258
4174,203,850
4175,341,605
4176,781,345
4177,843,276
4178,360,502
4179,275,556
4180,608,266
4181,500,12
4182,510,488
4183,119,981
4184,667,690
4185,764,341
4186,83,283
4187,940,522
4188,401,95
4189,966,716
4190,362,374
4191,311,415
4192,678,146
4193,921,990
4194,946,730
4195,838,933
4196,602,529
4197,623,1000
4198,547,76
4199,200,14
4200,250,391
4201,790,200
4202,803,899
4203,346,871
4204,293,406
4205,729,912
4206,392,182
4207,813,567
4208,229,367
4209,57,622
4210,105,87
4211,486,965
4212,449,1
4213,958,298
4214,802,53
4215,65,655
4216,956,893
4217,764,479
4218,606,193
4219,270,232
4220,481,469
4221,401,702
4222,220,1002
4223,8,19
4224,902,14
4225,219,603
4226,631,239
4227,276,200
4228,199,133
4229,826,901
4230,714,493
4231,458,276
4232,465,641
4233,814,348
4234,813,523
4235,837,642
4236,296,376
4237,56,137
4238,74,697
4239,590,964
4240,936,940
4241,11,265
4242,294,694
4243,996,510
4244,349,342
4245,201,133
4246,885,326
4247,544,168
4248,313,227
4249,309,697
4250,540,800
4251,86,49
4252,503,951
4253,440,909
4254,98,618
4255,739,500
4256,786,512
4257,193,412
4258,387,628
4259,0,650
4260,359,804
4261,246,161
4262,367,443
4263,53,200
4264,487,505
4265,628,250
4266,473,855
4267,584,457
4268,737,132
4269,599,639
4270,380,378
4271,367,423
4272,451,754
4273,3,990
4274,464,493
4275,38,964
4276,198,694
4277,441,823
4278,757,318
4279,587,520
4280,817,655
4281,199,403
4282,347,692
4283,822,556
4284,65,493
4285,940,585
4286,582,799
4287,458,53
4288,191,148
4289,542,936
4290,699,430
4291,363,984
4292,523,568
4293,368,389
4294,751,908
4295,765,951
4296,156,345
4297,52,295
4298,998,247
4299,532,3
4300,953,722
4301,181,653
4302,312,223
4303,168,523
4304,935,124
4305,440,706
4306,43,488
4307,940,836
4308,281,622
4309,698,683
4310,67,972
4311,748,597
4312,450,425
4313,476,818
4314,452,332
4315,921,648
4316,961,611
4317,381,104
4318,52,104
4319,744,440
4320,45,929
4321,43,264
4322,902,664
4323,568,749
4324,823,407
4325,396,380
4326,347,148
4327,922,913
4328,500,913
4329,246,430
4330,540,778
4331,2,286
4332,440,563
4333,218,18
4334,201,965
4335,12,565
4336,326,890
4337,542,585
4338,150,772
4339,768,935
4340,1000,822
4341,415,224
4342,458,817
4343,1001,826
4344,983,919
4345,689,732
4346,535,524
4347,548,610
4348,294,664
4349,817,705
4350,640,708
4351,1002,18
4352,498,510
4353,200,425
4354,622,648
4355,834,642
4356,272,269
4357,813,694
4358,702,426
4359,893,729
4360,697,605
4361,723,21
4362,231,278
4363,539,848
4364,51,205
4365,264,804
4366,730,465
4367,371,323
4368,11,823
4369,480,549
4370,292,732
4371,653,295
4372,943,761
4373,151,119
4374,441,360
4375,374,359
4376,833,430
4377,564,930
4378,300,891
4379,123,135
4380,468,629
4381,496,503
4382,263,976
4383,235,209
4384,35,39
4385,551,968
4386,949,898
4387,403,292
4388,224,307
4389,428,448
4390,666,805
4391,798,312
4392,479,73
4393,499,451
4394,915,878
4395,418,958
4396,622,137
4397,781,178
4398,64,5
4399,568,959
4400,605,1002
4401,811,531
4402,993,633
4403,627,509
4404,430,266
4405,760,447
4406,948,491
4407,397,395
4408,973,827
4409,739,956
4410,710,299
4411,9,608
4412,292,836
4413,207,53
4414,7,496
4415,958,972
4416,228,316
4417,476,678
4418,837,610
4419,188,818
4420,790,280
4421,156,351
4422,510,998
4423,176,694
4424,729,957
4425,40,953
4426,569,12
4427,336,337
4428,385,386
4429,467,184
4430,572,440
4431,1,226
4432,917,41
4433,551,184
4434,596,495
4435,793,591
4436,426,802
4437,832,845
4438,817,413
4439,308,605
4440,563,790
4441,775,310
4442,449,222
4443,634,865
4444,200,574
4445,213,856
4446,64,489
4447,800,873
4448,815,685
4449,1000,965
4450,551,188
4451,690,474
4452,275,626
4453,629,225
4454,869,182
4455,361,704
4456,235,977
4457,197,515
4458,14,275
4459,837,548
4460,947,321
4461,538,326
4462,141,249
4463,2,899
4464,207,197
4465,181,182
4466,694,515
4467,804,249
4468,256,843
4469,206,936
4470,53,562
4471,544,706
4472,401,203
4473,663,855
4474,466,452
4475,452,249
4476,141,360
4477,682,289
4478,673,695
4479,454,109
4480,568,168
4481,232,426
4482,922,661
4483,232,197
4484,374,441
4485,724,609
4486,428,838
4487,116,436
4488,44,672
4489,261,113
4490,799,184
4491,893,430
4492,358,956
4493,415,85
4494,28,24
4495,527,847
4496,292,817
4497,902,200
4498,649,996
4499,201,493
4500,486,457
4501,558,699
4502,521,554
4503,140,819
4504,522,562
4505,484,176
4506,685,982
4507,915,30
4508,12,498
4509,248,215
4510,313,315
4511,998,44
4512,549,952
4513,428,933
4514,745,782
4515,157,871
4516,902,600
4517,231,824
4518,440,207
4519,523,172
4520,12,365
4521,916,479
4522,362,8
4523,954,363
4524,666,573
4525,481,698
4526,719,841
4527,573,362
4528,221,415
4529,226,222
4530,292,198
4531,903,857
4532,659,960
4533,655,95
4534,702,749
4535,523,522
4536,358,441
4537,763,87
4538,675,215
4539,265,502
4540,797,315
4541,595,958
4542,835,936
4543,202,940
4544,633,194
4545,597,147
4546,988,455
4547,998,466
4548,496,729
4549,898,698
4550,943,868
4551,53,292
4552,398,378
4553,829,464
4554,790,65
4555,76,48
4556,674,754
4557,783,465
4558,676,579
4559,948,490
4560,138,59
4561,940,294
4562,937,354
4563,236,243
4564,722,721
4565,639,240
4566,798,225
4567,248,872
4568,183,458
4569,332,951
4570,374,555
4571,236,631
4572,167,493
4573,426,992
4574,825,887
4575,365,973
4576,668,680
4577,223,650
4578,421,957
4579,474,958
4580,938,543
4581,610,647
4582,801,401
4583,438,169
4584,275,458
4585,201,1000
4586,421,506
4587,199,426
4588,451,765
4589,600,93
4590,960,837
4591,430,674
4592,59,901
4593,958,667
4594,65,515
4595,388,397
4596,892,891
4597,178,680
4598,505,374
4599,238,977
4600,11,249
4601,889,771
4602,743,852
4603,482,134
4604,386,868
4605,608,649
4606,401,206
4607,938,909
4608,433,162
4609,801,749
4610,764,18
4611,266,804
4612,498,421
4613,123,860
4614,442,847
4615,397,772
4616,702,992
4617,805,249
4618,567,95
4619,39,23
4620,362,570
4621,374,912
4622,815,803
4623,52,321
4624,68,595
4625,510,658
4626,910,585
4627,575,857
4628,177,516
4629,628,398
4630,991,812
4631,620,959
4632,702,523
4633,951,487
4634,817,702
4635,595,550
4636,371,101
4637,522,902
4638,35,721
4639,365,247
4640,459,1
4641,1001,532
4642,576,276
4643,133,413
4644,768,640
4645,318,171
4646,705,702
4647,702,714
4648,715,873
4649,65,464
4650,424,561
4651,584,426
4652,910,207
4653,474,667
4654,430,912
4655,775,415
4656,197,198
4657,362,247
4658,227,479
4659,214,156
4660,843,802
4661,76,75
4662,576,702
4663,798,449
4664,844,399
4665,636,281
4666,805,7
4667,423,263
4668,747,911
4669,667,509
4670,375,112
4671,69,972
4672,554,482
4673,826,832
4674,168,744
4675,992,874
4676,377,395
4677,265,406
4678,798,311
4679,50,643
4680,817,543
4681,395,52
4682,732,172
4683,996,487
4684,956,264
4685,929,579
4686,275,280
4687,968,474
4688,47,76
4689,928,849
4690,963,237
4691,71,217
4692,343,284
4693,200,197
4694,706,1000
4695,568,965
4696,368,61
4697,317,645
4698,768,937
4699,479,629
4700,909,817
4701,59,863
4702,794,272
4703,815,845
4704,80,966
4705,840,802
4706,505,249
4707,305,880
4708,608,823
4709,666,555
4710,542,534
4711,857,712
4712,526,401
4713,349,278
4714,461,274
4715,19,666
4716,286,412
4717,180,857
4718,14,817
4719,987,208
4720,882,59
4721,473,188
4722,7,506
4723,99,842
4724,213,804
4725,829,714
4726,426,572
4727,184,540
4728,403,440
4729,820,751
4730,923,400
4731,654,288
4732,486,836
4733,208,481
4734,496,649
4735,696,731
4736,734,415
4737,276,542
4738,90,514
4739,549,972
4740,859,991
4741,600,522
4742,74,734
4743,294,458
4744,727,486
4745,925,417
4746,150,392
4747,202,817
4748,994,571
4749,688,836
4750,480,68
4751,574,938
4752,200,440
4753,276,574
4754,379,387
4755,216,164
4756,208,55
4757,565,823
4758,944,512
4759,202,486
4760,278,712
4761,119,114
4762,824,130
4763,731,248
4764,920,944
4765,658,913
4766,865,2
4767,380,853
4768,105,434
4769,445,848
4770,698,55
4771,464,992
4772,172,817
4773,314,341
4774,284,347
4775,287,189
4776,313,629
4777,705,572
4778,547,442
4779,574,526
4780,912,43
4781,887,894
4782,358,565
4783,305,845
4784,501,267
4785,209,233
4786,63,921
4787,138,880
4788,908,970
4789,678,778
4790,558,996
4791,789,940
4792,293,246
4793,363,422
4794,228,177
4795,863,192
4796,72,881
4797,943,389
4798,187,969
4799,433,612
4800,269,448
4801,912,7
4802,639,564
4803,0,764
4804,381,387
4805,856,570
4806,875,759
4807,284,839
4808,175,971
4809,843,1000
4810,973,555
4811,296,368
4812,230,748
4813,916,17
4814,224,314
4815,712,871
4816,232,133
4817,225,177
4818,287,958
4819,689,133
4820,856,765
4821,184,190
4822,633,286
4823,416,538
4824,437,609
4825,939,942
4826,968,298
4827,480,713
4828,574,791
4829,496,161
4830,917,974
4831,167,585
4832,959,789
4833,402,148
4834,210,963
4835,358,499
4836,782,548
4837,325,327
4838,807,131
4839,563,829
4840,20,260
4841,245,114
4842,30,25
4843,603,629
4844,320,389
4845,965,844
4846,194,63
4847,564,239
4848,992,425
4849,685,990
4850,477,143
4851,201,167
4852,117,939
4853,739,674
4854,255,491
4855,982,587
4856,241,637
4857,636,408
4858,41,861
4859,149,681
4860,950,373
4861,645,218
4862,476,81
4863,413,270
4864,880,571
4865,413,840
4866,190,474
4867,69,800
4868,895,981
4869,736,559
4870,943,869
4871,938,176
4872,416,723
4873,228,317
4874,382,391
4875,838,334
4876,337,123
4877,744,568
4878,118,301
4879,627,551
4880,27,29
4881,330,816
4882,815,718
4883,378,61
4884,691,606
4885,790,623
4886,663,91
4887,850,802
4888,270,790
4889,167,419
4890,649,406
4891,911,508
4892,435,659
4893,681,680
4894,749,201
4895,85,307
4896,421,496
4897,893,957
4898,388,368
4899,563,789
4900,451,830
4901,574,544
4902,694,95
4903,190,69
4904,190,627
4905,502,893
4906,182,381
4907,623,401
4908,3,648
4909,937,100
4910,994,899
4911,344,352
4912,499,765
4913,540,952
4914,138,192
4915,993,606
4916,789,843
4917,556,523
4918,791,486
4919,688,426
4920,843,534
4921,801,232
4922,576,835
4923,148,231
4924,34,27
4925,973,754
4926,774,532
4927,1000,276
4928,523,65
4929,449,18
4930,293,451
4931,958,540
4932,803,281
4933,502,765
4934,320,103
4935,640,98
4936,918,94
4937,440,568
4938,443,725
4939,126,867
4940,264,967
4941,180,122
4942,992,910
4943,500,44
4944,815,762
4945,835,801
4946,294,133
4947,506,729
4948,498,672
4949,397,386
4950,856,498
4951,213,573
4952,494,366
4953,658,506
4954,530,699
4955,44,213
4956,694,936
4957,19,374
4958,176,201
4959,749,197
4960,172,464
4961,657,446
4962,747,715
4963,407,365
4964,225,904
4965,935,770
4966,25,721
4967,266,823
4968,649,499
4969,380,250
4970,56,648
4971,332,530
4972,309,221
4973,176,584
4974,532,826
4975,393,390
4976,751,918
4977,733,887
4978,913,700
4979,993,865
4980,203,749
4981,499,246
4982,664,129
4983,28,588
4984,362,506
4985,62,601
4986,940,484
4987,358,658
4988,711,685
4989,972,551
4990,910,563
4991,801,515
4992,910,458
4993,257,179
4994,90,66
4995,46,794
4996,117,616
4997,139,448
4998,433,71
4999,765,430
